BondIDType,BondID,Price,Spread1,Spread2,Spread3,Spread4,Spread5,Size1,Size2,Size3,Size4,Size5
CUSIP,912810RJ9,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-026,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-025,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-02+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-023,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-022,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-021,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-020,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-017,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-016,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-015,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-01+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-013,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-012,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-011,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-010,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-007,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-006,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-005,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-00+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-003,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-002,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-001,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-000,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-317,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-316,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-315,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-31+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-313,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-312,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-311,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-310,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-307,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-306,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,99-305,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,99-30+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
